audio,transcription,transcription_mfa,speaker
LA78.1-019_1-18,"xas upiip "" huuka uumkun, huuka uumkun pa'avansas.""",xas upiip huuka uumkun huuka uumkun paqavansas,JS
LA78.1-019_1-19,"xas paaxiich kunpiip "" uum ma' kun'akunvunaatih.",xas paaxiich kunpiip uum maq kunqakunvunaatih,JS
LA78.1-019_1-2,"pa'aah kunsiitvunik, pakah'arahsas.",paqaah kunsiitvunik pakahqarahsas,JS
LA78.1-019_1-20,"xas upiip, "" naa pay'ook vura ta ni'aasish, ta neekfuuyshur.""",xas upiip naa payqook vura ta niqaasish ta neekfuuyshur,JS
LA78.1-019_1-21,"xas paaxiich upeenvunaa, "" chimi kiikpaanvathap!",xas paaxiich upeenvunaa chimi kiikpaanvathap,JS
LA78.1-019_1-22,xaatik kiik'aanvathap!,xaatik kiikqaanvathap,JS
LA78.1-019_1-23,"voom yaamach kumusaheesh.""",voom yaamach kumusaheesh,JS
LA78.1-019_1-24,"xas paaxiich kunpiip "" atafaat uum pihneefich.""",xas paaxiich kunpiip atafaat uum pihneefich,JS
LA78.1-019_1-25,puraan kun'ipitih.,puraan kunqipitih,JS
LA78.1-019_1-26,"xas kunipeer pihneefich, "" atafaat iim pihneefich.",xas kunipeer pihneefich atafaat iim pihneefich,JS
LA78.1-019_1-27,pamitiiv aaxkunishichas.,pamitiiv aaxkunishichas,JS
LA78.1-019_1-28,"xas upiip, "" puuhara.",xas upiip puuhara,JS
LA78.1-019_1-29,naa vura puna'aapunmuti hooy pihneefich ukrii.,naa vura punaqaapunmuti hooy pihneefich ukrii,JS
LA78.1-019_1-3,"xas vura ta kunpiimshamvunaa ook patupufaat, pa'aah.",xas vura ta kunpiimshamvunaa ook patupufaat paqaah,JS
LA78.1-019_1-30,"naa kanthitiimtih, uma puna'aapunma hooy ukrii.""",naa kanthitiimtih uma punaqaapunma hooy ukrii,JS
LA78.1-019_1-31,"xas upiip, "" tii man kiikpaanvathap!""",xas upiip tii man kiikpaanvathap,JS
LA78.1-019_1-32,xas upaanvathvunaa.,xas upaanvathvunaa,JS
LA78.1-019_1-33,"xas koovura paaxiich upaanvathvunaa, xas kari upiip "" maa pay'ook ishaha nithriish, viri vaa kaan su' kiitkurihtih.",xas koovura paaxiich upaanvathvunaa xas kari upiip maa payqook ishaha nithriish viri vaa kaan suq kiitkurihtih,JS
LA78.1-019_1-34,pamikun'aav yaamachas kumusahitiheesh.,pamikunqaav yaamachas kumusahitiheesh,JS
LA78.1-019_1-35,"kuna naa pay'ook ta ni'aasish, naa ta neekfuuyshur.""",kuna naa payqook ta niqaasish naa ta neekfuuyshur,JS
LA78.1-019_1-36,karuma ta ip ithan pamufithihak uyuunkat.,karuma ta ip ithan pamufithihak uyuunkat,JS
LA78.1-019_1-37,xas kari aak upiivkirih.,xas kari aak upiivkirih,JS
LA78.1-019_1-38,"xas kari chavura tu'iinkayaachha, vura too mnakha, puya imnak u'arihish.",xas kari chavura tuqiinkayaachha vura too mnakha puya imnak uqarihish,JS
LA78.1-019_1-39,xas kari upishkaaksip.,xas kari upishkaaksip,JS
LA78.1-019_1-4,xas pihneefich upiip:,xas pihneefich upiip:,JS
LA78.1-019_1-40,xas iim upishkaakrupuk.,xas iim upishkaakrupuk,JS
LA78.1-019_1-41,xas upikviripvarak.,xas upikviripvarak,JS
LA78.1-019_1-42,"xas pata uum ukfuuyshur, xas payitha kuna u'eethat, kuma'araar, yitha kuna kuma'araar u'eeh.",xas pata uum ukfuuyshur xas payitha kuna uqeethat kumaqaraar yitha kuna kumaqaraar uqeeh,JS
LA78.1-019_1-43,xas uum karu ukviripship.,xas uum karu ukviripship,JS
LA78.1-019_1-44,xas ma'ninay pa'ip u'ahinaatih xas koovura umshiipvunaa.,xas maqninay paqip uqahinaatih xas koovura umshiipvunaa,JS
LA78.1-019_1-45,"xas kari kunpiip "" karuma ta kunpeetheep pananu'aah.",xas kari kunpiip karuma ta kunpeetheep pananuqaah,JS
LA78.1-019_1-46,xas ta'itam kunpihmarafakaheen,xas taqitam kunpihmarafakaheen,JS
LA78.1-019_1-47,xas kunpihmaravarak.,xas kunpihmaravarak,JS
LA78.1-019_1-48,ta'itam xas vura vaa kunpihmaravarak.,taqitam xas vura vaa kunpihmaravarak,JS
LA78.1-019_1-49,yitha kuna u'eehvunaatih.,yitha kuna uqeehvunaatih,JS
LA78.1-019_1-5," naa kanpavan, pa'aah.
",naa kanpavan paqaah,JS
LA78.1-019_1-50,yitha kuna tu'eeh.,yitha kuna tuqeeh,JS
LA78.1-019_1-51,pa'araar kukuum vura uum vaa too kfuuyshur kuna yitha tu'eeh.,paqaraar kukuum vura uum vaa too kfuuyshur kuna yitha tuqeeh,JS
LA78.1-019_1-52,",chavura ook kunpihmaravarak.",chavura ook kunpihmaravarak,JS
LA78.1-019_1-53,xas vaa vura ifuth ta kunihmaravarak pakah'arahsas,xas vaa vura ifuth ta kunihmaravarak pakahqarahsas,JS
LA78.1-019_1-54,xas kari asaxvuh uum vaa ifuchtiimich ma' pookrii.,xas kari asaxvuh uum vaa ifuchtiimich maq pookrii,JS
LA78.1-019_1-55,xas kari vaa kun'eeh pa'aah.,xas kari vaa kunqeeh paqaah,JS
LA78.1-019_1-56,xas ta'itam ukrivruuhsipreeheen.,xas taqitam ukrivruuhsipreeheen,JS
LA78.1-019_1-57,saruk ukrivruhunih.,saruk ukrivruhunih,JS
LA78.1-019_1-58,astiip ukrivruhish.,astiip ukrivruhish,JS
LA78.1-019_1-59,xas kaan paxanchiifich ukrii xas voo'eeh pa'aah.,xas kaan paxanchiifich ukrii xas vooqeeh paqaah,JS
LA78.1-019_1-6,naa ni'aapunma panikupapuukeevish.,naa niqaapunma panikupapuukeevish,JS
LA78.1-019_1-60,xas paxanchiifich apmaan upiyuunvar pa'aah.,xas paxanchiifich apmaan upiyuunvar paqaah,JS
LA78.1-019_1-61,xas kari u'iipkurih.,xas kari uqiipkurih,JS
LA78.1-019_1-62,tama vura kumaam pakunihmarafak pakah'arahsas.,tama vura kumaam pakunihmarafak pakahqarahsas,JS
LA78.1-019_1-63,"xas kari "" huukava ta kunihmaravi...?",xas kari huukava ta kunihmaravi,JS
LA78.1-019_1-64, huukava tu'uum?,huukava tuquum,JS
LA78.1-019_1-65,yanava purafataak paxanchiifich.,yanava purafataak paxanchiifich,JS
LA78.1-019_1-66, hinupa too kviripma.,hinupa too kviripma,JS
LA78.1-019_1-67,karuma teep uum u'iipkurih.,karuma teep uum uqiipkurih,JS
LA78.1-019_1-68,xas axmay ithyaruk xas umkuufha.,xas axmay ithyaruk xas umkuufha,JS
LA78.1-019_1-69,axmay pachishii kun'akakurihva.,axmay pachishii kunqakakurihva,JS
LA78.1-019_1-7,"xas kari ta'itam tapas ukyaaheen pa'araaras, koovura peeshnanich'ishiip kuma'araaras tapas ukyav.",xas kari taqitam tapas ukyaaheen paqaraaras koovura peeshnanichqishiip kumaqaraaras tapas ukyav,JS
LA78.1-019_1-70,yanava ara tu'iinish.,yanava ara tuqiinish,JS
LA78.1-019_1-71,chishii kunikvuuhvunaatih.,chishii kunikvuuhvunaatih,JS
LA78.1-019_1-8,"xas upeenvunaa "" kukaam iim karu yith ikriish, kukuum muka'kukamich kuna yith ikriish.""",xas upeenvunaa kukaam iim karu yith ikriish kukuum mukaqkukamich kuna yith ikriish,JS
LA78.1-019_1-9,"chavura karuk kunivyiihma, kah'arariik kunivyiihma.",chavura karuk kunivyiihma kahqarariik kunivyiihma,JS
